id,articleType,productDisplayName,gender,baseColour,season,year,usage,category,image_path
48066,Jeans,French Connection Men Black Jeans,Men,Black,Summer,2012.0,Casual,Jeans,data/subset/images/48066.jpg
39384,Jeans,Peter England Men Blue Jeans,Men,Blue,Summer,2012.0,Casual,Jeans,data/subset/images/39384.jpg
9170,Jeans,Locomotive Men Lain Blue Jeans,Men,Blue,Fall,2011.0,Casual,Jeans,data/subset/images/9170.jpg
27016,Jeans,Jealous 21 Women Washed Blue Jeans,Women,Blue,Summer,2012.0,Casual,Jeans,data/subset/images/27016.jpg
39386,Jeans,Peter England Men Party Blue Jeans,Men,Blue,Summer,2012.0,Casual,Jeans,data/subset/images/39386.jpg
11332,Jeans,United Colors of Benetton Men Washed Blue Jeans,Men,Blue,Fall,2011.0,Casual,Jeans,data/subset/images/11332.jpg
33147,Jeans,Gini and Jony Girls Blue Jeans,Girls,Blue,Summer,2012.0,Casual,Jeans,data/subset/images/33147.jpg
28804,Jeans,Denizen Men Blue Jeans,Men,Blue,Summer,2012.0,Casual,Jeans,data/subset/images/28804.jpg
27015,Jeans,Jealous 21 Women White Jeans,Women,White,Summer,2012.0,Casual,Jeans,data/subset/images/27015.jpg
41357,Jeans,Wrangler Men Blue Millard Jeans,Men,,Fall,2016.0,Casual,Jeans,data/subset/images/41357.jpg
37200,Jeans,United Colors of Benetton Men Washed Blue Jeans,Men,Blue,Summer,2012.0,Casual,Jeans,data/subset/images/37200.jpg
50949,Jeans,Lee Women Navy Blue Roxy Fit Jeans,Women,Navy Blue,Summer,2013.0,Casual,Jeans,data/subset/images/50949.jpg
13349,Jeans,Spykar Women Washed Blue Jeans,Women,Blue,Fall,2011.0,Casual,Jeans,data/subset/images/13349.jpg
9173,Jeans,Locomotive Men Bao Blue Jeans,Men,Blue,Fall,2011.0,Casual,Jeans,data/subset/images/9173.jpg
43249,Jeans,Denizen Women Blue Skinny Thunder Jeans,Women,Blue,Summer,2012.0,Casual,Jeans,data/subset/images/43249.jpg
58560,Jeans,Puma Women Navy Blue Jeans,Women,Navy Blue,Fall,2012.0,Casual,Jeans,data/subset/images/58560.jpg
46893,Jeans,Locomotive Men Blue Jeans,Men,Blue,Summer,2012.0,Casual,Jeans,data/subset/images/46893.jpg
16506,Jeans,Locomotive Men Washed Blue Jeans,Men,Blue,Fall,2011.0,Casual,Jeans,data/subset/images/16506.jpg
23453,Jeans,Deni Yo Men Black Washed Slim Fit Jeans,Men,Black,Fall,2011.0,Casual,Jeans,data/subset/images/23453.jpg
27938,Jeans,Jealous 21 Women Blue Magic Colour Jeans,Women,Blue,Summer,2012.0,Casual,Jeans,data/subset/images/27938.jpg
46903,Jeans,Peter England Men Blue Jeans,Men,Blue,Summer,2012.0,Casual,Jeans,data/subset/images/46903.jpg
44930,Jeans,Jack & Jones Men Blue Jeans,Men,Blue,Summer,2012.0,Casual,Jeans,data/subset/images/44930.jpg
48499,Jeans,French Connection Women Black Jeans,Women,Grey,Winter,2011.0,Casual,Jeans,data/subset/images/48499.jpg
10488,Jeans,Flying Machine Blue Jeans,Men,Blue,Fall,2011.0,Casual,Jeans,data/subset/images/10488.jpg
27025,Jeans,Jealous 21 Women Pink Jeans,Women,Pink,Summer,2012.0,Casual,Jeans,data/subset/images/27025.jpg
46909,Jeans,Peter England Men Blue Jeans,Men,Blue,Summer,2012.0,Casual,Jeans,data/subset/images/46909.jpg
14125,Jeans,Flying Machine Men Washed Blue Jeans,Men,Blue,Fall,2011.0,Casual,Jeans,data/subset/images/14125.jpg
41359,Jeans,Wrangler Men Blue Skanders Jeans,Men,Blue,Summer,2016.0,Casual,Jeans,data/subset/images/41359.jpg
27936,Jeans,Jealous 21 Women Grey Magic Colour Jeans,Women,Grey,Summer,2012.0,Casual,Jeans,data/subset/images/27936.jpg
9900,Jeans,Spykar Men Actif Fit Low Waist Blue Jeans,Men,Blue,Fall,2011.0,Casual,Jeans,data/subset/images/9900.jpg
51498,Jeans,Denizen Women Blue Jeans,Women,Blue,Summer,2012.0,Casual,Jeans,data/subset/images/51498.jpg
11342,Jeans,Lee Men Black Chicago Fit Jeans,Men,Black,Spring,2013.0,Casual,Jeans,data/subset/images/11342.jpg
31110,Jeans,Gini and Jony Boys Washed Grey Jeans,Boys,Grey,Summer,2012.0,Casual,Jeans,data/subset/images/31110.jpg
12044,Jeans,Spykar Men Washed Blue Jeans,Men,Blue,Fall,2011.0,Casual,Jeans,data/subset/images/12044.jpg
50942,Jeans,Lee Women Blue Jeans,Women,Blue,Summer,2013.0,Casual,Jeans,data/subset/images/50942.jpg
11233,Jeans,Flying Machine Women Low Rise Black Jeans,Women,Black,Fall,2011.0,Casual,Jeans,data/subset/images/11233.jpg
11307,Jeans,Wrangler Women Blue Michelle Jeans,Women,Blue,Fall,2011.0,Casual,Jeans,data/subset/images/11307.jpg
10445,Jeans,Flying Machine Men Midrise Blue Jeans,Men,Blue,Fall,2011.0,Casual,Jeans,data/subset/images/10445.jpg
18193,Jeans,Deni Yo Men Washed Blue Slim Fit Jeans,Men,Blue,Fall,2011.0,Casual,Jeans,data/subset/images/18193.jpg
9147,Jeans,Lee Women SS Blue Jeans,Women,Blue,Fall,2011.0,Casual,Jeans,data/subset/images/9147.jpg
23665,Jeans,Spykar Men Blue Washed Jeans,Men,Blue,Fall,2011.0,Casual,Jeans,data/subset/images/23665.jpg
57070,Jeans,Elle Women Blue Jeans,Women,Blue,Summer,2012.0,Casual,Jeans,data/subset/images/57070.jpg
48399,Jeans,French Connection Men Blue Jeans,Men,Blue,Summer,2012.0,Casual,Jeans,data/subset/images/48399.jpg
27000,Jeans,Jealous 21 Women Washed Blue Jeans,Women,Blue,Summer,2012.0,Casual,Jeans,data/subset/images/27000.jpg
38996,Jeans,Gini and Jony Boys Rodeo Blue Jeans,Boys,Blue,Summer,2012.0,Casual,Jeans,data/subset/images/38996.jpg
11318,Jeans,United Colors of Benetton Women Solid Black Jeans,Women,Black,Fall,2011.0,Casual,Jeans,data/subset/images/11318.jpg
51506,Jeans,Denizen Women Blue Jeans,Women,Blue,Summer,2012.0,Casual,Jeans,data/subset/images/51506.jpg
50946,Jeans,Lee Womens Blue Roxy Fit Jeans,Women,Blue,Winter,2011.0,Casual,Jeans,data/subset/images/50946.jpg
50963,Jeans,Lee Womens Blue Jeggings,Women,Blue,Summer,2013.0,Casual,Jeans,data/subset/images/50963.jpg
33308,Jeans,Gini and Jony Boys Solid Black Jeans,Boys,Black,Summer,2012.0,Casual,Jeans,data/subset/images/33308.jpg
48500,Jeans,French Connection Women Blue Jeans,Women,Blue,Winter,2011.0,Casual,Jeans,data/subset/images/48500.jpg
24194,Jeans,Deni Yo Men Slim Fit Black Jeans,Men,Black,Summer,2012.0,Casual,Jeans,data/subset/images/24194.jpg
4939,Jeans,Gini and Jony Boy's Karnel Jeans Kidswear,Men,Blue,Summer,2011.0,Casual,Jeans,data/subset/images/4939.jpg
42262,Jeans,John Players Men Blue Jeans,Men,Blue,Summer,2012.0,Casual,Jeans,data/subset/images/42262.jpg
51505,Jeans,Denizen Women Blue Jeans,Women,Blue,Summer,2012.0,Casual,Jeans,data/subset/images/51505.jpg
13351,Jeans,Spykar Women Washed Black Jeans,Women,Black,Fall,2011.0,Casual,Jeans,data/subset/images/13351.jpg
23455,Jeans,Deni Yo Men Blue Washed Slim Fit Jeans,Men,Blue,Summer,2012.0,Casual,Jeans,data/subset/images/23455.jpg
9162,Jeans,Locomotive Men Callum Blue Jeans,Men,Blue,Fall,2011.0,Casual,Jeans,data/subset/images/9162.jpg
51364,Jeans,Spykar Women Blue Jeans,Women,Blue,Summer,2012.0,Casual,Jeans,data/subset/images/51364.jpg
30412,Jeans,Deni Yo Men Slim Fit Washed Blue Jeans,Men,Blue,Summer,2012.0,Casual,Jeans,data/subset/images/30412.jpg
21583,Jeans,Locomotive Men Washed Black Jeans,Men,Black,Summer,2011.0,Casual,Jeans,data/subset/images/21583.jpg
28811,Jeans,Denizen Men Blue Jeans,Men,Blue,Summer,2012.0,Casual,Jeans,data/subset/images/28811.jpg
40364,Jeans,Tokyo Talkies Women Navy Jeans,Women,Navy Blue,Summer,2012.0,Casual,Jeans,data/subset/images/40364.jpg
12754,Jeans,Spykar Women Ep Jeans Blue Jeans,Women,Blue,Fall,2011.0,Casual,Jeans,data/subset/images/12754.jpg
52557,Jeans,Pepe Jeans Women Blue Jeans,Women,Blue,Summer,2012.0,Casual,Jeans,data/subset/images/52557.jpg
11304,Jeans,Wrangler Women Blue Custom Jeans,Women,Blue,Fall,2011.0,Casual,Jeans,data/subset/images/11304.jpg
30411,Jeans,Deni Yo Men Slim Fit Washed Blue Jeans,Men,Blue,Summer,2012.0,Casual,Jeans,data/subset/images/30411.jpg
27379,Jeans,Spykar Men Washed Blue Jeans,Men,Blue,Summer,2012.0,Casual,Jeans,data/subset/images/27379.jpg
27006,Jeans,Jealous 21 Women Washed Navy Blue Jeggings,Women,Navy Blue,Summer,2012.0,Casual,Jeans,data/subset/images/27006.jpg
9174,Jeans,Locomotive Men Balin Blue Jeans,Men,Blue,Fall,2011.0,Casual,Jeans,data/subset/images/9174.jpg
11280,Jeans,Wrangler Men Black Texas Jeans,Men,Black,Fall,2011.0,Casual,Jeans,data/subset/images/11280.jpg
57072,Jeans,Elle Women Blue Jeans,Women,Blue,Summer,2012.0,Casual,Jeans,data/subset/images/57072.jpg
46914,Jeans,Peter England Men Blue Jeans,Men,Blue,Summer,2012.0,Casual,Jeans,data/subset/images/46914.jpg
7709,Jeans,Jealous 21 Women's Aaren Black Jegging,Women,Black,Fall,2011.0,Casual,Jeans,data/subset/images/7709.jpg
30442,Jeans,Deni Yo Men Blue Slim Fit Jeans,Men,Blue,Summer,2012.0,Casual,Jeans,data/subset/images/30442.jpg
13246,Jeans,Palm Tree Kids Boy Washed Blue Jeans,Men,Blue,Fall,2011.0,Casual,Jeans,data/subset/images/13246.jpg
38501,Jeans,Gini and Jony Woven Navy Blue Jeans,Girls,Navy Blue,Summer,2012.0,Casual,Jeans,data/subset/images/38501.jpg
37205,Jeans,United Colors of Benetton Men Washed Blue Jeans,Men,Blue,Summer,2012.0,Casual,Jeans,data/subset/images/37205.jpg
39387,Jeans,Peter England Men Blue Jeans,Men,Blue,Summer,2012.0,Casual,Jeans,data/subset/images/39387.jpg
11354,Jeans,Lee Men Mickey Blue Powell Fit Jeans,Men,Blue,Spring,2013.0,Casual,Jeans,data/subset/images/11354.jpg
39382,Jeans,Peter England Men Blue Jeans,Men,Blue,Summer,2012.0,Casual,Jeans,data/subset/images/39382.jpg
10489,Jeans,Flying Machine Men Midrise Blue Jeans,Men,Blue,Winter,2016.0,Casual,Jeans,data/subset/images/10489.jpg
9903,Jeans,Spykar Men Ep Skinny Low Waist Fit Blue Jeans,Men,Blue,Fall,2011.0,Casual,Jeans,data/subset/images/9903.jpg
5771,Jeans,Jealous 21 Women's Black Grey Jegging,Women,Black,Summer,2011.0,Casual,Jeans,data/subset/images/5771.jpg
10438,Jeans,Flying Machine Men Midrise Blue Jeans,Men,Blue,Fall,2011.0,Casual,Jeans,data/subset/images/10438.jpg
37209,Jeans,United Colors of Benetton Girls Blue Jeans,Girls,Blue,Summer,2012.0,Casual,Jeans,data/subset/images/37209.jpg
27018,Jeans,Jealous 21 Women Washed Blue Jeans,Women,Blue,Summer,2012.0,Casual,Jeans,data/subset/images/27018.jpg
51584,Jeans,Wrangler Women Blue Molly Jeans,Women,Blue,Summer,2012.0,Casual,Jeans,data/subset/images/51584.jpg
20353,Jeans,Spykar Women Washed Blue Jeans,Women,Blue,Fall,2011.0,Casual,Jeans,data/subset/images/20353.jpg
12338,Jeans,Spykar Women Ep Jeans Blue Jeans,Women,Blue,Fall,2011.0,Casual,Jeans,data/subset/images/12338.jpg
18486,Jeans,Puma Women Washed Blue Jeans,Women,Blue,Fall,2011.0,Casual,Jeans,data/subset/images/18486.jpg
44924,Jeans,Jack & Jones Men Blue Jeans,Men,Blue,Summer,2012.0,Casual,Jeans,data/subset/images/44924.jpg
54800,Jeans,Peter England Men Blue Jeans,Men,Blue,Summer,2012.0,Casual,Jeans,data/subset/images/54800.jpg
24199,Jeans,Deni Yo Men Slim Fit Blue Jeans,Men,Blue,Summer,2012.0,Casual,Jeans,data/subset/images/24199.jpg
44585,Jeans,Lee Men Black Skinny Fit Jeans,Men,Black,Summer,2017.0,Casual,Jeans,data/subset/images/44585.jpg
27022,Jeans,Jealous 21 Women Washed Blue Jeans,Women,Blue,Summer,2012.0,Casual,Jeans,data/subset/images/27022.jpg
50956,Jeans,Lee Women Black Jeans,Women,Black,Summer,2013.0,Casual,Jeans,data/subset/images/50956.jpg
41961,Jeans,Gini and Jony Boys Raw Wash Navy Blue Jeans,Boys,Navy Blue,Summer,2012.0,Casual,Jeans,data/subset/images/41961.jpg
15670,Jeans,Locomotive Men Loco Denims Blue Jeans,Men,Blue,Fall,2011.0,Casual,Jeans,data/subset/images/15670.jpg
51354,Jeans,Spykar Women Light Blue Jeans,Women,Blue,Summer,2012.0,Casual,Jeans,data/subset/images/51354.jpg
11292,Jeans,Wrangler Men Blue Millard Jeans,Men,Blue,Summer,2016.0,Casual,Jeans,data/subset/images/11292.jpg
42256,Jeans,John Players Men Blue Jeans,Men,Blue,Summer,2012.0,Casual,Jeans,data/subset/images/42256.jpg
14124,Jeans,Flying Machine Men Washed Blue Jeans,Men,Blue,Winter,2016.0,Casual,Jeans,data/subset/images/14124.jpg
11291,Jeans,Wrangler Men Blue Millard Jeans,Men,Blue,Summer,2016.0,Casual,Jeans,data/subset/images/11291.jpg
46344,Jeans,Locomotive  Men Blue Jeans,Men,Blue,Summer,2012.0,Casual,Jeans,data/subset/images/46344.jpg
40925,Jeans,Gini and Jony Boys Comics Blue Jeans,Boys,Blue,Summer,2012.0,Casual,Jeans,data/subset/images/40925.jpg
43489,Jeans,French Connection Men Black Jeans,Men,Black,Summer,2012.0,Casual,Jeans,data/subset/images/43489.jpg
56847,Jeans,John Players Men Blue Jeans,Men,Blue,Summer,2012.0,Casual,Jeans,data/subset/images/56847.jpg
24996,Jeans,United Colors of Benetton Men Blue Washed Jeans,Men,Blue,Summer,2012.0,Casual,Jeans,data/subset/images/24996.jpg
7192,Jeans,Jealous 21 Women Brown Jeggings,Women,Brown,Fall,2011.0,Casual,Jeans,data/subset/images/7192.jpg
11311,Jeans,Wrangler Men Blue Texas Jeans,Men,Blue,Summer,2016.0,Casual,Jeans,data/subset/images/11311.jpg
44931,Jeans,Jack & Jones Men Blue Jeans,Men,Blue,Summer,2012.0,Casual,Jeans,data/subset/images/44931.jpg
11347,Jeans,Lee Men Elvira Rinse Blue Chicago Fit Jeans,Men,Blue,Summer,2017.0,Casual,Jeans,data/subset/images/11347.jpg
16515,Jeans,Locomotive Men Washed Blue Jeans,Men,Blue,Fall,2011.0,Casual,Jeans,data/subset/images/16515.jpg
16514,Jeans,Locomotive Men Washed Blue Jeans,Men,Blue,Fall,2011.0,Casual,Jeans,data/subset/images/16514.jpg
50961,Jeans,Lee Women Black Jeans,Women,Black,Summer,2013.0,Casual,Jeans,data/subset/images/50961.jpg
31334,Jeans,Locomotive Men Washed Blue Jeans,Men,Blue,Summer,2012.0,Casual,Jeans,data/subset/images/31334.jpg
51363,Jeans,Spykar  Women Jeans,Women,Blue,Summer,2012.0,Casual,Jeans,data/subset/images/51363.jpg
56843,Jeans,John Players Men Blue Jeans,Men,Blue,Summer,2012.0,Casual,Jeans,data/subset/images/56843.jpg
13259,Jeans,Palm Tree Kids Girl Washed Black Jeans,Women,Black,Fall,2011.0,Casual,Jeans,data/subset/images/13259.jpg
16518,Jeans,Locomotive Men Washed Blue Jeans,Men,Blue,Fall,2011.0,Casual,Jeans,data/subset/images/16518.jpg
48494,Jeans,French Connection Women Black Jeans,Women,Black,Winter,2011.0,Casual,Jeans,data/subset/images/48494.jpg
57209,Jeans,Kraus Jeans Women Blue Jeans,Women,Blue,Fall,2012.0,Casual,Jeans,data/subset/images/57209.jpg
50943,Jeans,Lee Womens Blue Maxi Fit Jeans,Women,Blue,Winter,2011.0,Casual,Jeans,data/subset/images/50943.jpg
5804,Jeans,Jealous 21 Women's Blue Jegging,Women,Blue,Summer,2011.0,Casual,Jeans,data/subset/images/5804.jpg
13260,Jeans,Palm Tree Kids Girl Washed Black Jeans,Women,Black,Fall,2011.0,Casual,Jeans,data/subset/images/13260.jpg
26993,Jeans,Jealous 21 Women Washed Blue Jeans,Women,Blue,Summer,2012.0,Casual,Jeans,data/subset/images/26993.jpg
16507,Jeans,Locomotive Men Washed Blue Jeans,Men,Blue,Fall,2011.0,Casual,Jeans,data/subset/images/16507.jpg
28822,Jeans,Denizen Men Blue Jeans,Men,Blue,Summer,2012.0,Casual,Jeans,data/subset/images/28822.jpg
14122,Jeans,Flying Machine Women Washed Blue Jeans,Women,Blue,Fall,2011.0,Casual,Jeans,data/subset/images/14122.jpg
48098,Jeans,French Connection Women Blue Jeans,Women,Blue,Summer,2012.0,Casual,Jeans,data/subset/images/48098.jpg
51497,Jeans,Denizen Women Navy Blue Jeans,Women,Navy Blue,Summer,2012.0,Casual,Jeans,data/subset/images/51497.jpg
39380,Jeans,Peter England Men Blue Party Jeans,Men,White,Summer,2012.0,Casual,Jeans,data/subset/images/39380.jpg
48397,Jeans,French Connection Men Grey Jeans,Men,Grey,Summer,2012.0,Casual,Jeans,data/subset/images/48397.jpg
27940,Jeans,Jealous 21 Women Turquoise Blue Magic Colour Jeans,Women,Turquoise Blue,Summer,2012.0,Casual,Jeans,data/subset/images/27940.jpg
40371,Jeans,Tokyo Talkies Women Navy Slim Fit Jeans,Women,Navy Blue,Summer,2012.0,Casual,Jeans,data/subset/images/40371.jpg
9178,Jeans,Locomotive Men Eero Blue Jeans,Men,Blue,Fall,2011.0,Casual,Jeans,data/subset/images/9178.jpg
57076,Jeans,Elle Women Blue Jeans,Women,Blue,Summer,2012.0,Casual,Jeans,data/subset/images/57076.jpg
12752,Jeans,Spykar Men Ep Jeans Blue Jeans,Men,Blue,Fall,2011.0,Casual,Jeans,data/subset/images/12752.jpg
11298,Jeans,Wrangler Men Blue Floyd Jeans,Men,Blue,Fall,2011.0,Casual,Jeans,data/subset/images/11298.jpg
51470,Jeans,Denizen Men Black Jeans,Men,Black,Summer,2012.0,Casual,Jeans,data/subset/images/51470.jpg
23450,Jeans,Deni Yo Men Black Slim Fit Jeans,Men,Black,Fall,2011.0,Casual,Jeans,data/subset/images/23450.jpg
27020,Jeans,Jealous 21 Women Navy Blue Jeans,Women,Navy Blue,Summer,2012.0,Casual,Jeans,data/subset/images/27020.jpg
42595,Jeans,United Colors of Benetton Boys Grey Slim Fit Jeans,Boys,Grey,Summer,2012.0,Casual,Jeans,data/subset/images/42595.jpg
42265,Jeans,John Players Men Blue Jeans,Men,Blue,Summer,2012.0,Casual,Jeans,data/subset/images/42265.jpg
26992,Jeans,Jealous 21 Women Washed Light Blue Jeans,Women,Blue,Summer,2012.0,Casual,Jeans,data/subset/images/26992.jpg
23457,Jeans,Deni Yo Men Blue Washed Slim Fit Jeans,Men,Blue,Summer,2012.0,Casual,Jeans,data/subset/images/23457.jpg
41009,Jeans,Gini and Jony Girls Woven Navy Blue Jeans,Girls,Navy Blue,Summer,2012.0,Casual,Jeans,data/subset/images/41009.jpg
46910,Jeans,Peter England Men Black Jeans,Men,Black,Summer,2012.0,Casual,Jeans,data/subset/images/46910.jpg
16920,Jeans,Spykar Men Washed Navy Blue Jeans,Men,Navy Blue,Fall,2011.0,Casual,Jeans,data/subset/images/16920.jpg
14625,Jeans,United Colors of Benetton Men Washed Blue Jeans,Men,Blue,Fall,2011.0,Casual,Jeans,data/subset/images/14625.jpg
38995,Jeans,Gini and Jony Boys Comics Blue Jeans,Boys,Blue,Summer,2012.0,Casual,Jeans,data/subset/images/38995.jpg
11279,Jeans,Wrangler Men Blue Texas Jeans,Men,Blue,Fall,2011.0,Casual,Jeans,data/subset/images/11279.jpg
11343,Jeans,Lee Men Blue Chicago Fit Jeans,Men,Blue,Summer,2017.0,Casual,Jeans,data/subset/images/11343.jpg
51355,Jeans,Spykar Women Light Blue Jeans,Women,Blue,Summer,2012.0,Casual,Jeans,data/subset/images/51355.jpg
9164,Jeans,Locomotive Men Cam Blue Jeans,Men,Blue,Fall,2011.0,Casual,Jeans,data/subset/images/9164.jpg
27024,Jeans,Jealous 21 Women Washed Blue Jeans,Women,Blue,Summer,2012.0,Casual,Jeans,data/subset/images/27024.jpg
27008,Jeans,Jealous 21 Women Washed Black Jeggings,Women,Black,Summer,2012.0,Casual,Jeans,data/subset/images/27008.jpg
51500,Jeans,Denizen Women Black Jeans,Women,Black,Summer,2012.0,Casual,Jeans,data/subset/images/51500.jpg
31340,Jeans,Locomotive Men Washed Blue Jeans,Men,Blue,Summer,2012.0,Casual,Jeans,data/subset/images/31340.jpg
28802,Jeans,Denizen Men Blue Jeans,Men,Blue,Summer,2012.0,Casual,Jeans,data/subset/images/28802.jpg
52547,Jeans,Pepe Jeans Women Blue Jeans,Women,Blue,Summer,2012.0,Casual,Jeans,data/subset/images/52547.jpg
11310,Jeans,Wrangler Men Black Texas Jeans,Men,Black,Summer,2016.0,Casual,Jeans,data/subset/images/11310.jpg
9150,Jeans,Lee Black Maxi Super-Skinny Jeans,Women,Black,Summer,2013.0,Casual,Jeans,data/subset/images/9150.jpg
37201,Jeans,United Colors of Benetton Girls Washed Blue Jeans,Girls,Blue,Summer,2012.0,Casual,Jeans,data/subset/images/37201.jpg
5766,Jeans,Jealous 21 Women Black Jegging,Women,Black,Summer,2011.0,Casual,Jeans,data/subset/images/5766.jpg
9161,Jeans,Locomotive Men Cairo Blue Jeans,Men,Blue,Fall,2011.0,Casual,Jeans,data/subset/images/9161.jpg
48384,Jeans,French Connection Men Blue Jeans,Men,Blue,Summer,2012.0,Casual,Jeans,data/subset/images/48384.jpg
32567,Jeans,ONLY Women Blue Jeans,Women,Blue,Summer,2012.0,Casual,Jeans,data/subset/images/32567.jpg
30100,Jeans,Flying Machine Men Washed Blue Jeans,Men,Blue,Summer,2012.0,Casual,Jeans,data/subset/images/30100.jpg
16505,Jeans,Locomotive Men Washed Blue Jeans,Men,Blue,Fall,2011.0,Casual,Jeans,data/subset/images/16505.jpg
14121,Jeans,Flying Machine Washed Blue Jeans,Men,Blue,Winter,2016.0,Casual,Jeans,data/subset/images/14121.jpg
54792,Jeans,Peter England Men Grey Jeans,Men,Grey,Summer,2012.0,Casual,Jeans,data/subset/images/54792.jpg
33277,Jeans,Gini and Jony Boys Washed Blue Jeans,Boys,Blue,Summer,2012.0,Casual,Jeans,data/subset/images/33277.jpg
27939,Jeans,Jealous 21 Women Purple Magic Colour Jeans,Women,Purple,Summer,2012.0,Casual,Jeans,data/subset/images/27939.jpg
58561,Jeans,Puma Women Blue Jeans,Women,Blue,Fall,2012.0,Casual,Jeans,data/subset/images/58561.jpg
51587,Jeans,Wrangler Women Navy Blue Molly Jeans,Women,Navy Blue,Summer,2012.0,Casual,Jeans,data/subset/images/51587.jpg
26991,Jeans,Jealous 21 Women Washed Grey Jeans,Women,Grey,Summer,2012.0,Casual,Jeans,data/subset/images/26991.jpg
9148,Jeans,Lee Women Blue Jeans,Women,Blue,Summer,2013.0,Casual,Jeans,data/subset/images/9148.jpg
38930,Jeans,Gini and Jony Girls Blue Jeans,Girls,Blue,Summer,2012.0,Casual,Jeans,data/subset/images/38930.jpg
28795,Jeans,Denizen Men Blue Jeans,Men,Blue,Summer,2012.0,Casual,Jeans,data/subset/images/28795.jpg
44578,Jeans,Lee Men Blue Party Jeans,Men,Blue,Summer,2017.0,Casual,Jeans,data/subset/images/44578.jpg
44579,Jeans,Lee Men Blue Pent Jeans,Men,Blue,Spring,2013.0,Casual,Jeans,data/subset/images/44579.jpg
52556,Jeans,Pepe Jeans Women Blue Jeans,Women,Blue,Summer,2012.0,Casual,Jeans,data/subset/images/52556.jpg
11237,Jeans,Flying Machine Women Blue Jeans,Women,Blue,Fall,2011.0,Casual,Jeans,data/subset/images/11237.jpg
11349,Jeans,Lee Men Blue Chicago Fit Jeans,Men,Blue,Summer,2017.0,Casual,Jeans,data/subset/images/11349.jpg
51495,Jeans,Denizen Men Blue Jeans,Men,Blue,Summer,2012.0,Casual,Jeans,data/subset/images/51495.jpg
50947,Jeans,Lee Womens Blue Jeggings,Women,Blue,Summer,2013.0,Casual,Jeans,data/subset/images/50947.jpg
36841,Jeans,Spykar Women Renegade Navy Blue Jeans,Women,Navy Blue,Summer,2012.0,Casual,Jeans,data/subset/images/36841.jpg
42402,Jeans,Flying Machine Women Blue Denim Shorts,Women,Blue,Summer,2012.0,Casual,Jeans,data/subset/images/42402.jpg
28814,Jeans,Denizen Men Blue Jeans,Men,Blue,Summer,2012.0,Casual,Jeans,data/subset/images/28814.jpg
16820,Jeans,Locomotive Men Washed Blue Jeans,Men,Blue,Fall,2011.0,Casual,Jeans,data/subset/images/16820.jpg
30098,Jeans,Flying Machine Men Washed Black Jeans,Men,Black,Winter,2016.0,Casual,Jeans,data/subset/images/30098.jpg
33538,Jeans,Wrangler Women Black Giselle Jeans,Women,Black,Summer,2012.0,Casual,Jeans,data/subset/images/33538.jpg
48385,Jeans,French Connection Men Navy Blue Jeans,Men,Navy Blue,Summer,2012.0,Casual,Jeans,data/subset/images/48385.jpg
31335,Jeans,Locomotive Men Washed Blue Jeans,Men,Blue,Summer,2012.0,Casual,Jeans,data/subset/images/31335.jpg
35939,Jeans,Flying Machine Men Skinny Blue Jeans,Men,Blue,Winter,2016.0,Casual,Jeans,data/subset/images/35939.jpg
27378,Jeans,Spykar Men Washed Blue Jeans,Men,Blue,Summer,2012.0,Casual,Jeans,data/subset/images/27378.jpg
7180,Jeans,Jealous 21 Women Zipped Ankle Shimmer Blue Jeans,Women,Blue,Fall,2011.0,Casual,Jeans,data/subset/images/7180.jpg
53252,Jeans,Locomotive Men Blue Jeans,Men,Blue,Summer,2012.0,Casual,Jeans,data/subset/images/53252.jpg
31338,Jeans,Locomotive Men Washed Blue Jeans,Men,Blue,Summer,2012.0,Casual,Jeans,data/subset/images/31338.jpg
36741,Jeans,Spykar Men Aza Blue Jeans,Men,Blue,Summer,2012.0,Casual,Jeans,data/subset/images/36741.jpg
42261,Jeans,John Players Men Blue Jeans,Men,Blue,Summer,2012.0,Casual,Jeans,data/subset/images/42261.jpg
44923,Jeans,Jack & Jones Men Blue Jeans,Men,Blue,Summer,2012.0,Casual,Jeans,data/subset/images/44923.jpg
57071,Jeans,Elle Women Black Jeans,Women,Black,Summer,2012.0,Casual,Jeans,data/subset/images/57071.jpg
37206,Jeans,United Colors of Benetton Men Washed Blue Jeans,Men,Blue,Summer,2012.0,Casual,Jeans,data/subset/images/37206.jpg
51504,Jeans,Denizen Women Blue Jeans,Women,Blue,Summer,2012.0,Casual,Jeans,data/subset/images/51504.jpg
24995,Jeans,United Colors of Benetton Boys Boys Blue Washed Jeans,Boys,Blue,Summer,2012.0,Casual,Jeans,data/subset/images/24995.jpg
40929,Jeans,Gini and Jony Boys Rodeo Blue Jeans,Boys,Blue,Summer,2012.0,Casual,Jeans,data/subset/images/40929.jpg
9166,Jeans,Locomotive Men Rafe Blue Jeans,Men,Blue,Fall,2011.0,Casual,Jeans,data/subset/images/9166.jpg
9191,Jeans,SPYKAR Men Slim Fit Free Republic Wheeler Spirit Blue Jeans,Men,Blue,Fall,2011.0,Casual,Jeans,data/subset/images/9191.jpg
54794,Jeans,Peter England Men Blue Jeans,Men,Blue,Summer,2012.0,Casual,Jeans,data/subset/images/54794.jpg
52522,Jeans,Pepe Jeans Women Blue Jeans,Women,Blue,Summer,2012.0,Casual,Jeans,data/subset/images/52522.jpg
